Order_ID,Customer_ID,Restaurant_ID,Order_Date,City,Order_Value,Payment_Method,Rating,Delivery_Time(min)
O1890,C104,R252,2024-08-31,Chennai,102.0,UPI,1,41
O1891,C159,R328,2024-05-11,Hyderabad,1124.48,Credit Card,5,50
O1892,C831,R201,2023-02-07,Hyderabad,1152.4,Net Banking,5,56
O1893,C637,R257,2024-04-18,Pune,1145.76,COD,5,37
O1894,C328,R346,2023-01-25,Chennai,583.03,UPI,3,52
O1895,C245,R271,2023-01-31,Hyderabad,831.21,COD,4,17
O1896,C344,R339,2023-02-26,Delhi,603.96,COD,2,44
O1897,C196,R226,2024-01-03,Hyderabad,122.45,Credit Card,4,46
O1898,C860,R228,2023-04-06,Chennai,887.43,Net Banking,5,29
O1899,C740,R214,2024-08-24,Mumbai,273.26,Credit Card,2,52
O1900,C490,R328,2023-12-27,Bangalore,212.06,UPI,2,25
O1901,C803,R259,2023-08-04,Chennai,1157.7,Credit Card,4,16
O1902,C308,R306,2023-07-12,Delhi,113.31,Credit Card,4,40
O1903,C690,R202,2024-05-15,Chennai,1442.61,Credit Card,4,48
O1904,C799,R314,2023-03-13,Delhi,821.36,UPI,4,15
O1905,C396,R345,2024-03-08,Chennai,1476.22,UPI,1,25
O1906,C718,R251,2024-07-09,Bangalore,181.2,Credit Card,3,19
O1907,C345,R259,2024-09-29,Bangalore,916.94,Credit Card,3,40
O1908,C350,R233,2023-03-22,Delhi,589.06,COD,5,20
O1909,C190,R295,2023-10-15,Chennai,1280.88,Net Banking,1,49
O1910,C469,R288,2023-08-11,Bangalore,605.71,COD,2,19
O1911,C699,R259,2024-01-27,Pune,464.68,Net Banking,4,23
O1912,C858,R218,2023-03-02,Chennai,1300.57,Net Banking,5,42
O1913,C594,R310,2023-12-10,Bangalore,624.51,Credit Card,2,33
O1914,C803,R221,2023-03-25,Mumbai,123.57,COD,3,19
O1915,C775,R327,2023-10-12,Mumbai,646.4,Net Banking,2,37
O1916,C243,R234,2023-07-31,Pune,1016.33,Net Banking,4,58
O1917,C507,R306,2023-05-21,Bangalore,456.1,UPI,4,58
O1918,C197,R327,2024-02-10,Mumbai,704.78,Net Banking,3,30
O1919,C667,R282,2023-04-03,Chennai,179.4,Credit Card,4,21
O1920,C863,R337,2023-07-02,Hyderabad,923.33,Debit Card,1,28
O1921,C211,R342,2024-04-13,Bangalore,1158.81,UPI,5,36
O1922,C699,R338,2023-04-09,Pune,678.64,Debit Card,3,23
O1923,C619,R310,2024-04-05,Bangalore,688.33,Credit Card,3,37
O1924,C579,R289,2023-08-29,Delhi,223.6,Debit Card,2,57
O1925,C422,R223,2024-09-08,Delhi,382.72,Net Banking,3,18
O1926,C396,R276,2023-02-03,Mumbai,316.55,Debit Card,5,57
O1927,C141,R300,2024-01-13,Delhi,774.36,COD,1,40
O1928,C282,R331,2024-07-25,Pune,840.96,Credit Card,2,55
O1929,C114,R212,2023-07-05,Mumbai,1428.52,COD,5,20
O1930,C578,R297,2024-01-04,Pune,202.52,Debit Card,3,45
O1931,C190,R319,2024-03-16,Chennai,939.82,COD,4,31
O1932,C809,R236,2023-09-13,Pune,837.1,UPI,4,23
O1933,C533,R247,2023-05-10,Delhi,822.73,Debit Card,5,41
O1934,C677,R200,2023-09-02,Chennai,1322.42,COD,1,20
O1935,C445,R259,2023-04-29,Delhi,387.75,Net Banking,4,20
O1936,C560,R339,2024-07-19,Pune,157.08,Debit Card,5,18
O1937,C860,R348,2024-07-21,Delhi,1041.18,UPI,2,57
O1938,C178,R338,2024-04-30,Delhi,583.22,Net Banking,3,17
O1939,C310,R243,2023-09-26,Delhi,124.63,Debit Card,1,38
O1940,C737,R314,2023-05-08,Bangalore,451.92,Net Banking,1,32
O1941,C184,R307,2024-09-16,Chennai,533.06,Debit Card,2,46
O1942,C173,R243,2023-11-18,Chennai,963.57,Debit Card,1,35
O1943,C401,R277,2023-06-28,Chennai,341.62,Credit Card,5,43
O1944,C183,R224,2024-07-19,Pune,678.28,COD,1,46
O1945,C580,R331,2024-09-02,Hyderabad,775.47,Debit Card,1,39
O1946,C289,R315,2023-05-03,Pune,742.93,UPI,1,26
O1947,C825,R318,2023-01-21,Chennai,1463.52,COD,5,23
O1948,C739,R343,2024-03-05,Mumbai,163.71,Credit Card,3,21
O1949,C677,R209,2024-08-15,Delhi,1431.36,COD,4,28
O1950,C601,R308,2023-08-30,Delhi,914.71,COD,1,34
O1951,C803,R234,2023-08-27,Hyderabad,1214.02,Debit Card,2,34
O1952,C288,R333,2024-07-19,Mumbai,702.55,UPI,2,24
O1953,C809,R218,2024-08-09,Bangalore,735.37,Debit Card,5,25
O1954,C742,R207,2023-07-30,Pune,1331.06,UPI,3,53
O1955,C712,R209,2023-01-11,Bangalore,1354.31,UPI,1,33
O1956,C560,R228,2024-04-09,Mumbai,434.16,Net Banking,5,33
O1957,C305,R214,2023-04-24,Hyderabad,378.94,Debit Card,4,57
O1958,C458,R286,2024-08-12,Mumbai,794.73,Credit Card,3,20
O1959,C746,R222,2024-03-18,Hyderabad,1360.39,COD,3,22
O1960,C126,R245,2023-06-13,Bangalore,551.3,Net Banking,5,15
O1961,C739,R227,2023-11-02,Bangalore,1012.82,Credit Card,2,37
O1962,C298,R225,2024-08-22,Mumbai,1091.41,Debit Card,3,54
O1963,C217,R209,2024-06-14,Mumbai,1190.14,UPI,2,51
O1964,C196,R203,2024-02-05,Delhi,889.49,Debit Card,3,24
O1965,C123,R254,2023-10-06,Hyderabad,663.44,Debit Card,3,16
O1966,C535,R265,2024-02-16,Delhi,1453.82,Net Banking,3,50
O1967,C282,R266,2023-08-08,Pune,955.86,Credit Card,4,16
O1968,C890,R334,2023-02-20,Pune,1119.99,Net Banking,2,29
O1969,C573,R254,2024-05-31,Mumbai,582.98,Credit Card,4,34
O1970,C212,R230,2024-01-16,Bangalore,1037.93,Net Banking,2,56
O1971,C670,R273,2023-02-02,Pune,460.92,COD,4,35
O1972,C826,R218,2023-04-01,Pune,443.14,UPI,4,44
O1973,C709,R280,2024-03-06,Delhi,1100.61,UPI,4,38
O1974,C173,R346,2023-11-29,Delhi,829.95,UPI,5,16
O1975,C825,R286,2024-04-29,Pune,1056.59,COD,4,52
O1976,C746,R219,2023-08-25,Mumbai,477.21,COD,3,36
O1977,C230,R212,2024-06-16,Delhi,938.21,UPI,1,43
O1978,C151,R276,2024-07-27,Pune,721.51,UPI,4,28
O1979,C560,R242,2024-02-11,Bangalore,935.74,Credit Card,1,19
O1980,C229,R338,2023-06-11,Delhi,507.23,Credit Card,1,38
O1981,C783,R342,2024-03-18,Pune,1101.63,Debit Card,3,40
O1982,C399,R344,2023-02-16,Hyderabad,1228.3,Net Banking,1,16
O1983,C836,R249,2023-06-06,Delhi,463.88,Credit Card,1,59
O1984,C569,R227,2024-07-09,Hyderabad,520.87,Credit Card,1,48
O1985,C250,R203,2024-07-24,Delhi,1025.62,Credit Card,2,37
O1986,C212,R221,2023-12-02,Delhi,1073.82,Credit Card,4,55
O1987,C573,R318,2023-01-25,Chennai,1085.74,COD,4,49
O1988,C722,R300,2024-03-17,Chennai,1055.78,Debit Card,1,29
O1989,C739,R238,2023-01-30,Hyderabad,649.93,Credit Card,3,17
O1990,C328,R233,2023-01-01,Mumbai,652.8,Net Banking,2,26
O1991,C267,R296,2024-08-31,Pune,456.74,Credit Card,3,52
O1992,C116,R243,2023-05-11,Mumbai,319.57,COD,3,31
O1993,C664,R239,2024-01-31,Mumbai,1069.61,UPI,1,52
O1994,C173,R296,2023-04-22,Chennai,230.46,UPI,5,41
O1995,C456,R339,2023-10-20,Pune,1412.91,Debit Card,1,33
O1996,C586,R329,2024-06-26,Chennai,1257.36,UPI,5,35
O1997,C855,R273,2023-12-23,Chennai,1300.51,Credit Card,2,54
O1998,C363,R285,2023-06-17,Chennai,1369.34,COD,5,38
O1999,C308,R289,2024-09-22,Bangalore,672.05,Debit Card,1,38
O2000,C641,R266,2023-11-11,Mumbai,1285.38,Credit Card,1,33
O2001,C603,R275,2023-02-04,Mumbai,321.29,UPI,3,45
O2002,C380,R291,2023-03-28,Mumbai,130.3,Net Banking,1,54
O2003,C846,R209,2024-01-11,Bangalore,1198.85,Credit Card,1,34
O2004,C789,R285,2023-10-30,Delhi,204.72,Net Banking,4,29
O2005,C288,R301,2024-01-04,Hyderabad,1483.93,Net Banking,4,54
O2006,C296,R307,2023-03-03,Hyderabad,1044.72,Debit Card,3,49
O2007,C523,R290,2024-07-30,Bangalore,1154.83,COD,5,49
O2008,C732,R278,2024-03-29,Mumbai,444.13,UPI,5,47
O2009,C138,R285,2024-04-26,Hyderabad,1043.41,UPI,4,54
O2010,C674,R306,2024-02-21,Bangalore,160.51,Credit Card,2,55
O2011,C637,R300,2024-04-15,Chennai,1272.96,UPI,4,58
O2012,C292,R307,2023-01-04,Pune,337.47,Debit Card,2,32
O2013,C666,R259,2023-08-12,Hyderabad,1076.3,UPI,5,31
O2014,C858,R247,2024-04-11,Pune,414.27,Credit Card,4,22
O2015,C141,R316,2023-08-18,Mumbai,195.83,UPI,1,34
O2016,C370,R305,2023-12-02,Hyderabad,774.09,COD,2,25
O2017,C469,R346,2023-10-13,Bangalore,337.0,Net Banking,2,44
O2018,C827,R232,2024-01-18,Delhi,1121.22,Net Banking,2,41
O2019,C870,R243,2023-04-24,Hyderabad,432.59,Net Banking,5,53
O2020,C474,R311,2023-10-28,Hyderabad,579.46,COD,3,28
O2021,C714,R288,2023-05-04,Hyderabad,894.41,Debit Card,1,56
O2022,C539,R235,2024-05-06,Hyderabad,498.96,Credit Card,4,29
O2023,C545,R280,2023-03-05,Bangalore,629.18,COD,2,26
O2024,C332,R287,2024-04-24,Bangalore,1241.87,Credit Card,5,34
O2025,C280,R348,2023-06-21,Delhi,350.89,Debit Card,2,31
O2026,C339,R329,2023-02-20,Bangalore,215.08,COD,4,54
O2027,C560,R230,2024-10-09,Bangalore,559.7,UPI,1,40
O2028,C124,R307,2024-03-03,Mumbai,694.13,Debit Card,2,28
O2029,C833,R229,2023-01-12,Mumbai,859.72,Net Banking,5,39
O2030,C230,R211,2023-07-22,Pune,621.39,COD,5,40
O2031,C284,R250,2023-12-20,Delhi,1205.88,Debit Card,3,39
O2032,C528,R320,2024-02-16,Mumbai,155.05,Debit Card,5,39
O2033,C685,R338,2024-05-26,Delhi,704.47,COD,3,41
O2034,C183,R212,2023-10-27,Delhi,635.16,Net Banking,1,57
O2035,C366,R290,2023-10-07,Hyderabad,1006.61,Net Banking,4,26
O2036,C874,R273,2023-01-02,Chennai,1452.79,Debit Card,3,34
O2037,C320,R219,2024-07-18,Chennai,814.53,Credit Card,2,30
O2038,C363,R271,2023-10-05,Chennai,1481.63,Debit Card,2,39
O2039,C785,R272,2024-01-30,Delhi,523.15,COD,4,41
O2040,C149,R270,2024-08-13,Hyderabad,143.22,COD,5,32
O2041,C492,R277,2024-02-28,Pune,331.93,COD,2,24
O2042,C414,R227,2023-03-07,Pune,653.17,Net Banking,3,44
O2043,C365,R329,2024-07-26,Chennai,542.87,UPI,4,15
O2044,C335,R320,2023-04-22,Pune,235.88,COD,2,18
O2045,C183,R242,2023-04-26,Hyderabad,705.72,COD,5,37
O2046,C365,R207,2024-07-28,Chennai,573.36,Credit Card,5,21
O2047,C136,R212,2023-11-02,Hyderabad,271.67,Credit Card,2,44
O2048,C739,R310,2023-03-09,Pune,514.56,Debit Card,4,40
O2049,C431,R234,2024-04-03,Chennai,1341.01,Debit Card,1,15
O2050,C474,R222,2023-07-16,Hyderabad,522.87,Debit Card,2,43
O2051,C825,R245,2024-08-10,Bangalore,1099.54,COD,5,39
O2052,C646,R214,2024-01-09,Bangalore,956.87,Credit Card,1,54
O2053,C106,R329,2024-10-08,Hyderabad,698.05,Debit Card,4,40
O2054,C860,R260,2023-01-09,Hyderabad,434.64,Credit Card,5,31
O2055,C295,R314,2023-11-07,Mumbai,616.62,COD,4,45
O2056,C190,R263,2023-01-05,Mumbai,928.95,COD,2,22
O2057,C725,R251,2023-08-03,Delhi,591.05,Debit Card,4,19
O2058,C513,R268,2024-03-13,Chennai,400.86,COD,5,15
O2059,C467,R266,2023-06-03,Delhi,263.05,COD,2,29
O2060,C308,R282,2023-10-09,Delhi,1331.67,Credit Card,5,50
O2061,C553,R201,2024-05-16,Pune,716.44,UPI,5,21
O2062,C328,R277,2023-03-09,Bangalore,975.29,Net Banking,1,58
O2063,C827,R227,2024-09-27,Pune,786.57,Debit Card,3,41
O2064,C274,R253,2024-02-05,Chennai,1321.59,UPI,4,49
O2065,C816,R266,2024-03-21,Hyderabad,865.71,Debit Card,4,41
O2066,C560,R301,2024-05-14,Mumbai,773.09,UPI,1,34
O2067,C781,R319,2023-07-25,Chennai,1394.44,COD,4,32
O2068,C686,R247,2023-05-12,Hyderabad,1107.57,Debit Card,1,54
O2069,C676,R246,2024-06-19,Chennai,256.17,UPI,4,16
O2070,C374,R220,2023-11-29,Hyderabad,348.79,Net Banking,4,44
O2071,C292,R291,2024-09-26,Mumbai,1201.97,COD,5,52
O2072,C270,R320,2023-05-20,Hyderabad,1270.19,Debit Card,1,44
O2073,C799,R315,2024-01-09,Delhi,863.27,Debit Card,4,21
O2074,C773,R349,2024-09-06,Chennai,876.24,UPI,3,53
O2075,C469,R348,2023-05-18,Mumbai,984.71,Debit Card,1,27
O2076,C205,R200,2023-05-24,Hyderabad,714.76,COD,1,47
O2077,C416,R276,2024-01-25,Delhi,1052.28,Credit Card,1,54
O2078,C604,R284,2024-05-24,Delhi,251.87,UPI,5,44
O2079,C486,R245,2023-02-17,Bangalore,1445.79,Net Banking,1,44
O2080,C737,R336,2023-12-18,Delhi,1150.22,Debit Card,5,37
O2081,C894,R344,2024-06-29,Pune,983.64,COD,3,59
O2082,C261,R246,2024-04-27,Mumbai,542.85,Debit Card,2,38
O2083,C486,R258,2023-09-06,Mumbai,325.34,Net Banking,5,34
O2084,C464,R253,2023-08-25,Mumbai,673.08,COD,4,42
O2085,C353,R285,2023-03-12,Hyderabad,1026.21,Net Banking,1,33
O2086,C264,R211,2023-12-17,Chennai,987.19,COD,2,27
O2087,C165,R205,2024-09-24,Hyderabad,635.7,Credit Card,5,30
O2088,C821,R252,2024-10-09,Pune,958.6,COD,4,29
O2089,C453,R343,2023-06-11,Chennai,1239.25,Net Banking,2,25
O2090,C511,R289,2024-02-22,Delhi,136.8,UPI,3,26
O2091,C838,R204,2024-02-10,Hyderabad,730.87,Credit Card,5,36
O2092,C734,R272,2023-02-05,Chennai,1161.98,Debit Card,5,39
O2093,C204,R213,2024-08-29,Delhi,864.6,Credit Card,3,17
O2094,C567,R305,2024-04-17,Chennai,1012.07,Credit Card,5,38
O2095,C470,R251,2024-02-09,Delhi,823.35,Debit Card,1,39
O2096,C748,R315,2023-12-12,Chennai,1488.62,COD,5,23
O2097,C695,R225,2023-07-08,Hyderabad,176.47,Credit Card,1,42
O2098,C671,R252,2023-09-06,Hyderabad,787.46,Credit Card,5,44
O2099,C383,R308,2023-04-27,Pune,227.98,UPI,4,21
O2100,C757,R228,2024-09-05,Bangalore,323.7,UPI,4,25
O2101,C151,R218,2024-09-22,Mumbai,636.25,Net Banking,2,24
O2102,C230,R246,2023-05-27,Hyderabad,317.76,Debit Card,4,17
O2103,C381,R335,2023-07-19,Hyderabad,1449.16,COD,3,33
O2104,C173,R222,2024-09-13,Delhi,1425.51,COD,2,16
O2105,C293,R316,2023-08-31,Bangalore,570.55,Net Banking,4,31
O2106,C781,R305,2023-10-18,Hyderabad,995.65,COD,1,43
O2107,C861,R252,2023-01-15,Chennai,847.25,COD,5,16
O2108,C353,R295,2023-01-23,Bangalore,1241.82,UPI,4,30
O2109,C320,R204,2023-10-29,Mumbai,978.42,COD,1,24
O2110,C332,R215,2023-04-30,Chennai,100.35,COD,2,18
O2111,C331,R216,2023-11-03,Delhi,1168.44,Net Banking,5,57
O2112,C132,R301,2024-06-17,Pune,1145.59,Net Banking,4,40
O2113,C846,R219,2024-06-16,Chennai,813.61,Credit Card,2,38
O2114,C273,R311,2024-08-14,Mumbai,1364.09,COD,4,26
O2115,C453,R319,2024-02-27,Chennai,1371.82,COD,2,35
O2116,C109,R310,2024-03-04,Bangalore,833.48,COD,4,56
O2117,C800,R200,2024-02-18,Bangalore,951.18,UPI,1,30
O2118,C699,R257,2023-10-07,Mumbai,1495.13,COD,3,50
O2119,C861,R292,2023-12-06,Bangalore,518.35,UPI,1,49
O2120,C739,R205,2023-09-02,Chennai,554.46,Credit Card,5,23
O2121,C364,R307,2023-11-22,Pune,355.88,Debit Card,4,20
O2122,C306,R302,2024-03-03,Chennai,1354.21,COD,3,58
O2123,C676,R249,2023-10-01,Pune,1142.28,Net Banking,3,15
O2124,C403,R317,2023-01-31,Bangalore,247.9,Net Banking,5,28
O2125,C569,R309,2024-07-02,Chennai,1474.47,COD,5,38
O2126,C106,R287,2024-01-13,Bangalore,1123.35,UPI,3,24
O2127,C162,R219,2023-02-10,Pune,1290.73,Net Banking,5,32
O2128,C542,R213,2023-03-07,Bangalore,167.41,Net Banking,5,59
O2129,C569,R332,2024-08-09,Hyderabad,806.95,Credit Card,4,23
O2130,C715,R239,2023-03-03,Delhi,1078.04,Credit Card,1,41
O2131,C205,R233,2024-05-30,Chennai,860.13,Credit Card,2,33
O2132,C524,R323,2023-10-11,Hyderabad,1033.31,Net Banking,3,50
O2133,C264,R244,2024-09-01,Bangalore,1245.02,Net Banking,2,17
O2134,C183,R279,2024-01-14,Bangalore,624.07,COD,3,52
O2135,C445,R270,2024-08-22,Delhi,1288.14,COD,3,23
O2136,C234,R277,2024-01-09,Bangalore,328.08,UPI,1,24
O2137,C285,R277,2023-07-19,Delhi,479.24,Net Banking,3,23
O2138,C366,R232,2023-10-21,Chennai,160.68,COD,3,31
O2139,C315,R232,2024-03-23,Pune,610.2,COD,1,56
O2140,C178,R243,2024-05-29,Delhi,631.87,Credit Card,5,52
O2141,C181,R219,2024-09-06,Delhi,1227.38,Credit Card,2,57
O2142,C263,R310,2023-12-08,Hyderabad,1014.38,Credit Card,3,34
O2143,C150,R206,2024-07-20,Bangalore,711.41,Debit Card,1,21
O2144,C612,R223,2023-12-22,Chennai,1012.96,COD,3,18
O2145,C338,R269,2023-07-12,Pune,173.9,Credit Card,1,24
O2146,C332,R311,2023-11-01,Mumbai,352.38,Credit Card,2,35
O2147,C380,R303,2023-12-22,Delhi,977.73,Net Banking,4,28
O2148,C651,R253,2023-02-28,Mumbai,997.91,Credit Card,5,39
O2149,C808,R237,2023-01-08,Bangalore,1183.79,Net Banking,4,31
O2150,C719,R273,2023-03-04,Delhi,664.2,UPI,1,42
O2151,C699,R279,2024-08-18,Mumbai,1111.58,Credit Card,3,28
O2152,C506,R231,2024-09-22,Hyderabad,1057.57,Net Banking,5,27
O2153,C674,R244,2024-04-20,Mumbai,1448.75,Credit Card,2,48
O2154,C557,R260,2023-10-23,Hyderabad,401.18,UPI,5,55
O2155,C278,R252,2023-09-18,Pune,872.35,Credit Card,3,17
O2156,C268,R327,2024-02-27,Bangalore,942.47,Net Banking,4,18
O2157,C347,R275,2023-11-18,Chennai,1498.11,UPI,1,58
O2158,C835,R226,2024-09-27,Mumbai,381.66,UPI,4,29
O2159,C553,R261,2023-07-10,Delhi,832.51,UPI,5,34
O2160,C699,R217,2023-12-01,Bangalore,584.66,Debit Card,3,22
O2161,C388,R326,2023-02-02,Mumbai,836.25,Net Banking,1,19
O2162,C440,R308,2024-07-08,Delhi,424.98,Debit Card,3,16
O2163,C200,R302,2023-02-11,Delhi,166.66,UPI,3,42
O2164,C241,R276,2024-06-12,Chennai,901.59,Debit Card,5,36
O2165,C780,R316,2024-06-17,Chennai,570.2,Credit Card,4,23
O2166,C580,R303,2023-08-19,Delhi,354.72,Debit Card,3,42
O2167,C382,R248,2023-02-18,Chennai,553.51,COD,3,15
O2168,C752,R315,2024-03-21,Delhi,168.99,UPI,3,50
O2169,C305,R340,2024-09-17,Mumbai,1430.62,UPI,1,56
O2170,C880,R299,2023-11-26,Pune,913.61,Net Banking,3,16
O2171,C388,R324,2023-12-19,Chennai,1240.68,Credit Card,3,52
O2172,C382,R224,2023-03-15,Hyderabad,692.37,Net Banking,5,40
O2173,C363,R327,2024-08-17,Hyderabad,1364.64,Debit Card,3,45
O2174,C199,R299,2024-04-17,Hyderabad,776.65,COD,3,55
O2175,C193,R345,2023-06-20,Pune,903.52,COD,5,33
O2176,C637,R204,2023-01-09,Delhi,788.51,COD,1,45
O2177,C809,R218,2024-05-19,Delhi,1126.59,COD,4,23
O2178,C742,R217,2023-12-12,Bangalore,893.32,Credit Card,5,17
O2179,C213,R320,2024-08-27,Hyderabad,480.24,Debit Card,1,52
O2180,C552,R231,2024-03-30,Hyderabad,303.76,COD,4,20
O2181,C189,R348,2023-10-20,Delhi,948.57,UPI,3,59
O2182,C141,R209,2023-05-19,Hyderabad,784.85,Debit Card,5,59
O2183,C643,R236,2023-08-19,Delhi,234.37,Credit Card,3,21
O2184,C542,R285,2023-03-16,Delhi,653.86,COD,5,55
O2185,C177,R212,2024-01-10,Chennai,820.69,Credit Card,4,39
O2186,C131,R344,2024-06-25,Delhi,1257.65,COD,1,39
O2187,C890,R208,2024-09-27,Mumbai,206.54,UPI,5,15
O2188,C125,R287,2023-01-26,Mumbai,587.89,Debit Card,1,36
O2189,C474,R245,2024-02-06,Mumbai,1251.72,UPI,3,34
O2190,C516,R335,2024-05-24,Mumbai,1007.79,COD,3,27
O2191,C198,R318,2024-08-05,Pune,505.94,Net Banking,4,54
O2192,C240,R218,2024-08-04,Bangalore,1283.47,Debit Card,4,35
O2193,C392,R293,2023-02-17,Bangalore,790.61,Credit Card,2,37
O2194,C722,R225,2023-01-02,Delhi,797.69,COD,2,55
O2195,C519,R245,2024-08-17,Hyderabad,1467.22,UPI,4,47
O2196,C623,R317,2023-02-22,Mumbai,1425.96,Net Banking,3,23
O2197,C888,R245,2023-07-22,Bangalore,601.95,COD,1,43
O2198,C725,R213,2023-10-22,Bangalore,296.81,Credit Card,4,46
O2199,C467,R284,2024-08-12,Mumbai,555.93,UPI,1,25
O2200,C475,R262,2024-09-10,Pune,142.68,Debit Card,2,50
O2201,C603,R271,2024-02-21,Pune,129.08,Net Banking,1,43
O2202,C654,R202,2024-09-02,Bangalore,653.73,COD,4,45
O2203,C513,R227,2023-12-23,Pune,1417.43,COD,3,28
O2204,C635,R324,2024-10-12,Chennai,1319.9,COD,4,39
O2205,C120,R286,2023-11-24,Mumbai,816.02,COD,5,40
O2206,C462,R345,2024-01-28,Bangalore,891.32,UPI,5,36
O2207,C332,R276,2024-07-19,Mumbai,108.31,Debit Card,5,23
O2208,C204,R275,2023-12-04,Pune,401.7,Credit Card,3,47
O2209,C184,R313,2023-03-26,Mumbai,134.68,Net Banking,4,37
O2210,C591,R332,2023-02-16,Pune,1156.36,COD,5,49
O2211,C535,R274,2024-08-15,Pune,303.9,COD,4,34
O2212,C310,R258,2023-08-13,Mumbai,1316.67,Debit Card,2,47
O2213,C494,R258,2024-09-25,Pune,1000.65,Debit Card,5,49
O2214,C511,R246,2023-10-15,Chennai,421.19,UPI,5,44
O2215,C264,R294,2024-05-19,Delhi,320.81,UPI,3,44
O2216,C640,R340,2023-05-25,Mumbai,978.67,UPI,4,36
O2217,C739,R277,2023-06-08,Delhi,1361.17,Net Banking,3,59
O2218,C744,R312,2023-04-04,Mumbai,1105.7,UPI,3,15
O2219,C591,R308,2023-02-19,Pune,587.97,COD,4,29
O2220,C523,R305,2023-06-22,Pune,922.34,UPI,2,39
O2221,C161,R288,2024-02-12,Bangalore,535.07,Net Banking,4,34
O2222,C338,R232,2024-01-02,Chennai,1498.81,UPI,2,21
O2223,C183,R296,2023-01-07,Bangalore,1148.37,UPI,3,30
O2224,C871,R278,2023-01-16,Delhi,960.13,COD,2,37
O2225,C210,R215,2023-05-04,Pune,692.56,COD,2,35
O2226,C223,R243,2024-09-21,Bangalore,965.41,COD,2,15
O2227,C823,R319,2023-08-04,Pune,578.26,UPI,5,34
O2228,C860,R333,2024-05-04,Mumbai,140.41,COD,5,33
O2229,C725,R307,2024-08-21,Bangalore,653.12,Debit Card,3,20
O2230,C104,R342,2023-11-23,Delhi,1402.67,Credit Card,4,52
O2231,C101,R203,2024-07-08,Bangalore,976.82,Credit Card,2,46
O2232,C414,R255,2024-06-28,Pune,217.54,COD,5,15
O2233,C216,R263,2024-06-03,Hyderabad,1338.99,Net Banking,4,44
O2234,C118,R294,2023-05-24,Hyderabad,476.42,COD,2,30
O2235,C492,R255,2023-01-21,Chennai,441.28,COD,4,41
O2236,C860,R231,2024-02-05,Pune,515.93,UPI,1,32
O2237,C373,R315,2024-02-04,Mumbai,908.08,Net Banking,2,27
O2238,C650,R208,2023-08-09,Bangalore,862.56,COD,4,58
O2239,C640,R304,2023-06-18,Hyderabad,787.98,Debit Card,2,42
O2240,C310,R277,2023-12-06,Mumbai,1104.55,Credit Card,2,24
O2241,C638,R286,2023-01-30,Pune,543.15,Debit Card,1,28
O2242,C271,R220,2024-06-20,Mumbai,1194.89,Debit Card,4,43
O2243,C199,R254,2023-12-22,Pune,345.45,Debit Card,3,25
O2244,C677,R275,2023-01-26,Chennai,1195.67,Net Banking,5,41
O2245,C195,R329,2023-10-14,Bangalore,1029.33,Net Banking,2,58
O2246,C893,R340,2024-03-11,Mumbai,1056.49,Net Banking,2,31
O2247,C252,R325,2023-07-25,Bangalore,774.17,Credit Card,2,17
O2248,C584,R331,2023-09-28,Mumbai,1033.8,UPI,2,45
O2249,C446,R283,2024-08-08,Pune,211.72,COD,5,35
O2250,C200,R314,2023-10-15,Pune,1292.17,COD,3,47
O2251,C123,R247,2023-01-19,Mumbai,177.77,UPI,1,15
O2252,C608,R322,2023-10-26,Chennai,308.24,COD,3,20
O2253,C757,R277,2024-08-02,Pune,907.51,Debit Card,5,18
O2254,C789,R229,2023-06-14,Delhi,1135.18,Credit Card,4,36
O2255,C504,R228,2024-06-02,Delhi,206.75,COD,1,27
O2256,C734,R335,2024-03-28,Bangalore,1389.07,Credit Card,1,58
O2257,C661,R339,2023-11-21,Delhi,1463.05,UPI,4,44
O2258,C695,R240,2023-04-25,Delhi,948.33,COD,2,54
O2259,C511,R225,2023-03-17,Chennai,773.74,Credit Card,5,40
O2260,C619,R249,2023-08-10,Chennai,1137.95,Debit Card,4,53
O2261,C757,R201,2024-06-24,Hyderabad,559.7,Debit Card,3,53
O2262,C431,R254,2024-09-10,Hyderabad,790.57,UPI,3,21
O2263,C757,R303,2023-08-21,Chennai,1382.61,Net Banking,4,28
O2264,C584,R213,2024-08-09,Hyderabad,1437.92,COD,5,40
O2265,C236,R333,2023-09-04,Chennai,1397.9,Debit Card,1,32
O2266,C120,R327,2024-02-06,Hyderabad,467.43,Debit Card,1,38
O2267,C402,R303,2023-05-19,Pune,425.46,UPI,2,39
O2268,C552,R294,2023-06-27,Chennai,516.73,Debit Card,5,46
O2269,C789,R280,2024-04-28,Bangalore,717.84,COD,3,20
O2270,C201,R260,2023-11-03,Bangalore,539.83,UPI,3,30
O2271,C749,R211,2024-06-26,Chennai,623.9,Credit Card,2,17
O2272,C803,R212,2024-06-11,Delhi,968.89,UPI,3,35
O2273,C220,R346,2024-01-29,Bangalore,1167.54,COD,2,46
O2274,C795,R288,2024-08-25,Delhi,1129.78,COD,2,16
O2275,C890,R294,2023-06-29,Bangalore,1240.19,Credit Card,4,34
O2276,C698,R258,2023-01-31,Mumbai,145.06,UPI,1,25
O2277,C740,R236,2024-08-08,Mumbai,166.83,COD,5,32
O2278,C891,R224,2023-04-17,Chennai,1205.14,COD,5,25
O2279,C594,R215,2024-07-01,Bangalore,846.31,Credit Card,1,49
